0.000000000000000e+000	1.806763e-008
1.000000000000000e-003	1.855468e-008
2.000000000000000e-003	1.905450e-008
3.000000000000000e-003	1.956743e-008
4.000000000000000e-003	2.009379e-008
5.000000000000000e-003	2.063393e-008
6.000000000000000e-003	2.118819e-008
7.000000000000000e-003	2.175695e-008
8.000000000000000e-003	2.234055e-008
9.000000000000001e-003	2.293939e-008
1.000000000000000e-002	2.355384e-008
1.100000000000000e-002	2.418431e-008
1.200000000000000e-002	2.483120e-008
1.300000000000001e-002	2.549493e-008
1.400000000000001e-002	2.617591e-008
1.500000000000001e-002	2.687460e-008
1.600000000000001e-002	2.759144e-008
1.700000000000001e-002	2.832688e-008
1.800000000000001e-002	2.908141e-008
1.900000000000001e-002	2.985549e-008
2.000000000000001e-002	3.064962e-008
2.100000000000001e-002	3.146432e-008
2.200000000000001e-002	3.230010e-008
2.300000000000001e-002	3.315748e-008
2.400000000000001e-002	3.403703e-008
2.500000000000002e-002	3.493929e-008
2.600000000000002e-002	3.586484e-008
2.700000000000002e-002	3.681426e-008
2.800000000000002e-002	3.778816e-008
2.900000000000002e-002	3.878716e-008
3.000000000000002e-002	3.981187e-008
3.100000000000002e-002	4.086296e-008
3.200000000000002e-002	4.194107e-008
3.300000000000002e-002	4.304691e-008
3.400000000000002e-002	4.418115e-008
3.500000000000002e-002	4.534451e-008
3.600000000000003e-002	4.653773e-008
3.700000000000003e-002	4.776155e-008
3.800000000000003e-002	4.901674e-008
3.900000000000003e-002	5.030409e-008
4.000000000000003e-002	5.162440e-008
4.100000000000003e-002	5.297849e-008
4.200000000000003e-002	5.436722e-008
4.300000000000003e-002	5.579144e-008
4.400000000000003e-002	5.725205e-008
4.500000000000003e-002	5.874996e-008
4.600000000000003e-002	6.028609e-008
4.700000000000004e-002	6.186140e-008
4.800000000000004e-002	6.347687e-008
4.900000000000004e-002	6.513349e-008
5.000000000000004e-002	6.683230e-008
5.100000000000004e-002	6.857433e-008
5.200000000000004e-002	7.036068e-008
5.300000000000004e-002	7.219242e-008
5.400000000000004e-002	7.407071e-008
5.500000000000004e-002	7.599667e-008
5.600000000000004e-002	7.797151e-008
5.700000000000004e-002	7.999643e-008
5.800000000000005e-002	8.207265e-008
5.900000000000005e-002	8.420147e-008
6.000000000000005e-002	8.638415e-008
6.100000000000005e-002	8.862205e-008
6.200000000000005e-002	9.091652e-008
6.300000000000004e-002	9.326893e-008
6.400000000000004e-002	9.568073e-008
6.500000000000004e-002	9.815335e-008
6.600000000000005e-002	1.006883e-007
6.700000000000005e-002	1.032871e-007
6.800000000000005e-002	1.059513e-007
6.900000000000005e-002	1.086825e-007
7.000000000000005e-002	1.114823e-007
7.100000000000005e-002	1.143524e-007
7.200000000000005e-002	1.172945e-007
7.300000000000005e-002	1.203103e-007
7.400000000000005e-002	1.234016e-007
7.500000000000005e-002	1.265703e-007
7.600000000000005e-002	1.298181e-007
7.700000000000006e-002	1.331470e-007
7.800000000000006e-002	1.365590e-007
7.900000000000006e-002	1.400560e-007
8.000000000000006e-002	1.436399e-007
8.100000000000006e-002	1.473130e-007
8.200000000000006e-002	1.510773e-007
8.300000000000006e-002	1.549349e-007
8.400000000000006e-002	1.588881e-007
8.500000000000006e-002	1.629391e-007
8.600000000000006e-002	1.670902e-007
8.700000000000006e-002	1.713437e-007
8.800000000000006e-002	1.757020e-007
8.900000000000007e-002	1.801675e-007
9.000000000000007e-002	1.847427e-007
9.100000000000007e-002	1.894302e-007
9.200000000000007e-002	1.942325e-007
9.300000000000007e-002	1.991522e-007
9.400000000000007e-002	2.041919e-007
9.500000000000007e-002	2.093545e-007
9.600000000000007e-002	2.146427e-007
9.700000000000007e-002	2.200593e-007
9.800000000000007e-002	2.256073e-007
9.900000000000007e-002	2.312894e-007
1.000000000000001e-001	2.371087e-007
1.010000000000001e-001	2.430682e-007
1.020000000000001e-001	2.491710e-007
1.030000000000001e-001	2.554202e-007
1.040000000000001e-001	2.618191e-007
1.050000000000001e-001	2.683708e-007
1.060000000000001e-001	2.750787e-007
1.070000000000001e-001	2.819460e-007
1.080000000000001e-001	2.889762e-007
1.090000000000001e-001	2.961728e-007
1.100000000000001e-001	3.035391e-007
1.110000000000001e-001	3.110789e-007
1.120000000000001e-001	3.187956e-007
1.130000000000001e-001	3.266930e-007
1.140000000000001e-001	3.347747e-007
1.150000000000001e-001	3.430445e-007
1.160000000000001e-001	3.515063e-007
1.170000000000001e-001	3.601638e-007
1.180000000000001e-001	3.690211e-007
1.190000000000001e-001	3.780819e-007
1.200000000000001e-001	3.873505e-007
1.210000000000001e-001	3.968308e-007
1.220000000000001e-001	4.065269e-007
1.230000000000001e-001	4.164431e-007
1.240000000000001e-001	4.265834e-007
1.250000000000001e-001	4.369522e-007
1.260000000000001e-001	4.475538e-007
1.270000000000001e-001	4.583924e-007
1.280000000000001e-001	4.694725e-007
1.290000000000001e-001	4.807986e-007
1.300000000000001e-001	4.923750e-007
1.310000000000001e-001	5.042062e-007
1.320000000000001e-001	5.162970e-007
1.330000000000001e-001	5.286518e-007
1.340000000000001e-001	5.412752e-007
1.350000000000001e-001	5.541719e-007
