428.2159902;34.02
633.720893;34.02
665.1209787;38.13
800.9357797;34.02
836.2114512;36.76
866.3696678;38.13
1000.611965;35.39
1041.682268;46.35
1523.691081;39.5
1586.262875;42.24
1605.970303;42.24
1653.378343;44.98
1707.071853;43.61
1948.139886;53.2
2019.939916;50.46
1975.079242;60.05
1968.746051;51.83
2002.262881;46.35
2068.302365;50.46
2140.497793;58.68
2065.15054;58.68
1937.698188;60.05
1882.290148;60.05
1728.392688;61.42
1821.452198;61.42
1737.144854;62.79
1825.166443;65.53
1964.876146;61.42
1977.373234;60.05
2063.858678;62.79
2127.501912;57.31
2010.212888;57.31
2088.399511;55.94
1990.130513;53.2
2085.695349;51.83
2116.448936;46.35
2002.525344;53.2
1934.352072;61.42
1884.138749;58.68
1947.460438;60.05
2024.359743;58.68
2102.77815;60.05
2147.562699;58.68
2170.284471;55.94
2051.421808;54.57
2197.311315;47.72
2134.553183;55.94
2262.987214;44.98
2193.873167;55.94
2334.954265;46.35
2460.668228;43.61
2553.928846;36.76
2867.77177;31.28
2898.048152;29.91
3137.171007;8
2775.536007;7
2686.27823;0
2703.598497;0
2805.83284;0
2749.344272;0
2713.756145;0
2890.37765;0
2899.944473;0
2919.604181;0
2735.29854;0
2615.050846;7
2385.442549;9
2284.345544;29.91
2229.974857;35.39
2043.487708;39.5
2014.331622;42.24
1931.002548;53.2
1861.002263;58.68
1891.47748;58.68
1912.774455;58.68
1922.082224;58.68
1825.859527;64.16
1612.850008;65.53
1468.327353;71.01
1671.851855;72.38
1805.160194;68.27
1849.330057;65.53
1918.099835;64.16
2025.298246;62.79
2055.482595;61.42
2053.490832;60.05
2089.675466;60.05
2039.074698;54.57
2107.045726;58.68
2106.309467;58.68
2105.06987;60.05
1858.087904;60.05
2144.6722;54.57
2121.331197;58.68
2135.055384;60.05
2084.159204;53.2
1945.21871;57.31
1925.566956;58.68
1954.651462;60.05
1845.040893;61.42
1651.549057;61.42
1509.733972;68.27
1545.641372;71.01
1610.640095;72.38
1895.515543;65.53
1812.244415;66.9
2021.549915;61.42
1897.587976;61.42
1928.066601;60.05
1784.688102;53.2
1952.881259;60.05
1995.974002;47.72
1798.141873;61.42
1932.672765;58.68
1937.812944;51.83
1919.104238;62.79
1837.899862;60.05
1787.207062;62.79
1768.611976;57.31
1771.080943;62.79
1861.598769;64.16
1727.820042;69.64
1797.062481;61.42
1798.815641;65.53
1978.487849;64.16
1836.517104;60.05
2012.209196;65.53
2096.079102;61.42
2172.503474;58.68
2064.4745;58.68
2173.935089;58.68
2261.005677;51.83
2381.693081;53.2
2503.849595;46.35
2692.061499;38.13
2531.532027;31.28
2575.673484;12
2622.063487;11
2335.571223;46.35
2489.503905;32.65
2611.704731;35.39
2533.849879;34.02
2604.014914;32.65
2623.62122;8
2584.496095;29.91
