200000;6
200100;6
200200;7
200300;7
200400;6
200500;6
200600;6
200700;6
200800;6
200900;6
201000;6
201100;6
201200;6
201300;6
201400;6
201500;6
201600;6
201700;6
201800;6
201900;6
202000;6
202100;6
202200;6
202300;6
202400;6
202500;6
202600;6
202700;6
202800;6
202900;6
203000;6
203100;6
203200;6
203300;6
203400;6
203500;6
203600;6
203700;6
203800;6
203900;6
204000;6
204100;6
204200;6
204300;6
204400;6
204500;6
204600;6
204700;6
204800;6
204900;6
205000;6
205100;6
205200;6
205300;6
205400;6
205500;6
205600;6
205700;6
205800;6
205900;6
206000;6
206100;6
206200;6
206300;6
206400;6
206500;6
206600;6
206700;6
206800;6
206900;6
207000;6
207100;6
207200;6
207300;6
207400;6
207500;6
207600;6
207700;6
207800;6
207900;6
208000;6
208100;6
208200;6
208300;6
208400;6
208500;6
208600;6
208700;6
208800;6
208900;6
209000;6
209100;6
209200;6
209300;6
209400;6
209500;6
209600;6
209700;6
209800;6
209900;6
210000;6
210100;6
210200;6
210300;6
210400;7
210500;7
210600;6
210700;6
210800;6
210900;6
211000;6
211100;6
211200;6
211300;6
211400;10
211500;10
211600;6
211700;6
211800;6
211900;6
212000;6
212100;6
212200;6
212300;6
212400;6
212500;6
212600;6
212700;6
212800;6
212900;6
213000;6
213100;6
213200;6
213300;6
213400;6
213500;6
213600;6
213700;6
213800;6
213900;6
214000;6
214100;6
214200;6
214300;6
214400;6
214500;6
214600;10
214700;10
214800;6
214900;6
215000;10
215100;10
215200;7
215300;7
215400;6
215500;6
215600;6
215700;6
215800;6
215900;6
216000;6
216100;6
216200;6
216300;6
216400;6
216500;6
216600;6
216700;6
216800;6
216900;6
217000;8
217100;8
217200;8
217300;8
217400;6
217500;6
217600;6
217700;6
217800;6
217900;6
218000;6
218100;6
218200;7
218300;7
218400;6
218500;6
218600;6
218700;6
218800;6
218900;6
219000;6
219100;6
219200;6
219300;6
219400;6
219500;6
219600;6
219700;6
219800;6
219900;6
220000;6
220100;6
220200;6
220300;6
220400;6
220500;6
220600;6
220700;6
220800;7
220900;7
221000;6
221100;6
221200;6
221300;6
