;Load;Air Speed;Ground Speed
0;727.6027609;0.0;10.38180970621049
1;878.6244929;6.0;11.461152459803543
2;796.3691303;6.0;14.489283378842027
3;762.8102603;9.0;17.22231422890372
4;693.3178577;29.91;18.87440181620905
5;773.4053464;31.28;19.861036841934247
6;566.4120186;35.39;25.71749422332857
7;796.3009582;34.02;29.732161123871503
8;932.3111859;39.5;34.55495363248782
9;789.5735046;44.98;37.535053906672914
10;1043.932832;42.24;37.10224747745447
11;1010.611429;40.87;36.21059296388513
12;1110.957404;39.5;34.4814483461422
13;1068.173707;36.76;32.76782144449556
14;1218.91707;35.39;32.28647975779374
15;1503.230098;34.02;31.659642834234997
16;2114.569405;29.91;29.01145446949405
17;2220.956567;11.0;26.365555372497056
18;1682.65575;8.0;23.51937599196707
19;1443.515852;7.0;20.812480702530923
20;1239.122155;7.0;19.87260928627987
21;1263.445973;10.0;20.024035599765654
22;1094.876733;12.0;22.379149714077954
23;1265.305936;12.0;26.09673302361292
24;1878.538156;32.65;31.255970999285076
25;2469.817812;11.0;35.156591833178155
26;2949.932576;31.28;37.516892029498834
27;3191.079007;39.5;38.759295436137194
28;2627.947626;11.0;38.33843899826269
29;3015.483493;38.13;38.1280625236605
30;3056.954875;36.76;36.330522350754784
31;3011.430659;31.28;35.60410250389262
32;3329.037822;10.0;37.36510210061813
33;3377.190074;9.0;37.3345791732157
34;3349.266767;8.0;36.128367506758444
35;3401.023052;10.0;36.02807037293451
36;3454.431376;6.0;37.82964026020185
37;3350.693837;10.0;38.11483306863589
38;3247.538034;10.0;38.1875399823522
39;3314.736444;31.28;39.11150568439641
40;3182.237081;10.0;40.28529075451073
41;3203.722666;11.0;41.30217441770055
42;3134.120052;10.0;42.93588670299585
43;3108.357802;31.28;44.45426859058225
44;2978.783023;42.24;47.01604885896425
45;3033.585467;34.02;48.29381349957119
46;2902.114367;46.35;48.886587098576406
47;2924.540727;43.61;49.50027472563256
48;2963.030715;42.24;49.79489751395754
49;2928.064091;42.24;50.12654485797453
50;2898.721667;49.09;50.73849735116491
51;2944.469715;43.61;51.52753484694184
52;2916.655484;53.2;52.50184903428895
53;2920.08227;40.87;53.05340738629722
54;2851.238639;42.24;53.75482490158741
55;3047.080141;49.09;53.993890519938596
56;2998.365469;40.87;54.427752591506334
57;3061.759874;47.72;54.76422289738346
58;2857.001456;55.94;55.28022572463203
59;3004.023757;50.46;55.424755719729916
60;3096.162943;51.83;56.40506568259469
61;2993.170753;50.46;57.17137029710911
62;3111.132407;51.83;57.35793404427547
63;2959.747091;51.83;57.41177582889461
64;3044.510052;57.31;58.178585645973136
