;Load;Air Speed;Ground Speed
0;440.0937224;6.0;18.31777194634709
1;474.8353789;7.0;20.22124031547067
2;421.093012;10.0;23.22521121054787
3;519.6346978;8.0;25.917189704837092
4;426.8319696;10.0;27.85614242678694
5;452.0181651;29.91;30.162000077823986
6;499.41257;34.02;31.70556327149285
7;512.8617961;34.02;33.22494742654372
8;530.2684148;34.02;33.04334939152319
9;740.1704203;34.02;32.412626429161705
10;782.3678361;32.65;32.92782648111757
11;788.5169627;31.28;32.97003245640355
12;787.5068789;32.65;32.24947648263664
13;711.468815;35.39;32.01715204348508
14;832.5732054;31.28;31.361930058516318
15;932.4385668;31.28;30.565977707343684
16;1178.636554;12.0;27.78802437357898
17;1057.145855;32.65;26.555254132816085
18;1169.671918;35.39;26.581001782072295
19;1012.228371;35.39;27.643152671726263
20;873.9809605;39.5;30.240701577239562
21;1239.271123;44.98;33.381077400907316
22;1513.767364;42.24;35.0814392633163
23;1899.459174;39.5;36.371576111639236
24;2129.834408;39.5;37.11634349006057
25;2078.759844;49.09;37.52330904796538
26;2508.861257;42.24;37.12445497049789
27;2541.859979;44.98;37.45258170172232
28;2614.717813;39.5;37.24857765013974
29;2644.087505;38.13;36.84935762347473
30;2660.584026;40.87;38.321297391679536
31;2624.580048;44.98;38.61529696004311
32;2566.17698;43.61;38.30378636750529
33;2587.970475;42.24;38.60714252063735
34;2591.002999;40.87;38.60633778797678
35;2650.517274;43.61;39.33065800355787
36;2750.053136;39.5;40.5207865427453
37;2760.08353;32.65;40.13200178965287
38;2752.388032;36.76;40.60117063922837
39;2703.756303;39.5;39.95086787411071
40;2736.002859;35.39;39.79562828336175
41;2723.711423;39.5;40.22589969012026
42;2714.469554;38.13;41.04690370210574
43;2731.327387;43.61;42.22010646767758
44;2723.595531;36.76;43.16839188518607
45;2762.088927;38.13;43.33213094223627
46;2889.93895;36.76;43.87666549656298
47;2775.3984;42.24;43.26103966796959
48;2766.90188;43.61;43.04637402981815
49;2840.345994;42.24;42.84215908639312
50;2720.225555;40.87;42.747865907026494
51;2766.39627;40.87;43.16354730912036
52;2776.502789;42.24;43.25442193563066
53;2676.019333;46.35;43.32755698609479
54;2688.099436;47.72;43.18924936163183
55;2789.920201;44.98;42.84092245408503
56;2797.802036;44.98;42.743887945807906
57;2663.832428;46.35;42.04997967224156
58;2682.601353;44.98;41.61871084287476
59;2602.851316;46.35;42.09995733047378
60;2669.433905;50.46;42.524356977171635
61;2740.444274;53.2;42.71501291691766
62;2569.259496;51.83;42.95685994039948
63;2655.742668;46.35;43.372662532852885
64;2860.73628;49.09;43.410809064288415
65;2728.5471;53.2;43.4228404167005
66;2699.369426;49.09;43.40507756104712
67;2747.292165;43.61;43.21625679475321
68;2763.896625;44.98;43.22562078335037
69;2739.037655;46.35;43.460398886526015
70;2688.417572;50.46;43.549723536552285
71;2721.959399;47.72;43.74359481350043
72;2657.602631;47.72;43.57130505694527
73;2749.80658;49.09;42.911599753474825
74;2742.390588;46.35;42.058634280412534
75;2796.355651;44.98;41.526722664385595
76;2682.602489;43.61;41.048380150389455
77;2701.6032;47.72;40.253403840883244
78;2792.653904;43.61;38.51483819539472
79;2810.125286;43.61;37.39727115819565
80;2902.950738;39.5;36.604709465322664
81;3150.980283;35.39;34.801584879888274
82;3169.734438;12.0;32.54588793425577
83;3032.698219;11.0;28.73589359017983
84;3152.877741;9.0;26.654770833419153
85;3109.255528;7.0;24.241346127070027
86;3115.35807;0.0;24.14969292126453
87;3077.587298;0.0;24.08376737985176
88;3138.83769;0.0;22.192765350772696
89;3234.757021;0.0;22.56663599718927
90;3344.898195;0.0;24.28902691714263
91;3248.806162;0.0;23.880223666661262
92;3019.60008;6.0;22.83198229945519
93;2879.766531;7.0;23.930340235984698
94;2855.980137;9.0;25.22957421050141
95;2737.391298;10.0;26.018744535064886
96;2743.357496;10.0;29.10404434288219
97;2788.273844;12.0;31.973808683752686
98;2840.213058;29.91;34.455284858866875
99;2904.928866;29.91;36.328944240239956
100;2944.608458;29.91;36.87099077355556
101;2787.062653;31.28;37.502134169410574
102;2793.234503;29.91;37.83649551373724
103;2894.111085;31.28;38.34024212060693
104;2773.010103;38.13;38.67607224599911
105;2652.728323;35.39;39.109028857710065
106;2627.156955;39.5;39.26757732284768
107;2725.015783;42.24;39.75568007102796
108;2746.794508;39.5;39.58605022637707
109;2685.746361;42.24;39.70317815998892
110;2696.333493;39.5;39.423974347025464
111;2712.866373;38.13;39.07049791283583
112;2578.520681;35.39;39.02633948327832
113;2600.722073;38.13;38.48065596767083
114;2581.866797;39.5;38.81491190529256
115;2606.854157;35.39;38.97417572513913
116;2651.976157;35.39;39.05737514709253
117;2690.802461;36.76;39.18517061689308
118;2672.161927;40.87;39.057142159227155
119;2699.363745;38.13;38.85126632946276
120;2773.64524;35.39;38.22616184759514
121;2633.676484;42.24;37.88281034802414
122;2627.945479;39.5;37.83350781917582
123;2703.923325;39.5;38.2675249173028
124;2718.424674;35.39;38.631098443362056
125;2682.691113;35.39;39.005518891181474
126;2546.62862;40.87;39.50401562853188
