1504.075053;10;3602.397481
1974.979761;9;
2521.285123;10;
2647.723983;11;
2787.829084;29.91;
2701.9481;12;
2848.53069;31.28;
3120.543192;11;
3175.880787;11;
3130.113424;35.39;
3137.130609;31.28;
3168.535239;29.91;
3238.938876;10;
3282.773559;9;
3210.901949;11;
3188.611933;29.91;
3288.848833;10;
3235.297348;9;
3226.33044;9;
3360.692038;7;
3429.382282;6;
3453.823129;0;
3453.359558;0;
3475.07352;6;
3427.893857;6;
3390.565068;0;
3418.463378;6;
3436.152911;7;
3531.121241;6;
3486.402592;6;
3397.84926;6;
3347.846135;7;
3352.088714;6;
3386.150922;8;
3357.384553;10;
3374.894566;8;
3415.072951;8;
3425.638495;8;
3397.18231;7;
3306.223638;8;
3397.48454;8;
3418.155467;8;
3416.005773;8;
3378.271359;8;
3356.9937;8;
3403.591627;7;
3311.308143;10;
3318.300332;11;
3397.368647;29.91;
3470.396911;9;
3405.649289;8;
3387.153052;10;
3333.285703;11;
3361.457838;9;
3420.565352;9;
3423.969414;9;
3413.470905;10;
3368.643181;9;
3338.38157;11;
3400.832928;8;
3320.06599;11;
3299.453009;29.91;
3356.858492;10;
3389.890164;9;
3348.264258;10;
3381.515217;10;
3480.004637;8;
3442.237274;9;
3345.883914;9;
3511.360411;7;
3602.397481;9;
3537.310135;9;
3432.236422;10;
3535.33996;10;
3434.661078;10;
3388.13814;10;
3546.025942;7;
3473.003359;9;
3450.625855;11;
3402.80992;11;
3458.629264;9;
3430.020827;9;
3469.357286;10;
3441.815743;9;
3509.642473;11;
3484.452869;11;
3545.251052;9;
3430.97751;11;
3347.147371;12;
3390.975237;10;
3454.507122;11;
3402.203188;11;
3518.972966;12;
3496.400036;10;
3507.317803;8;
3452.267668;8;
3557.68565;8;
3420.794865;7;
3498.688347;8;
3493.936749;6;
3506.304311;7;
3476.977794;7;
3341.697009;8;
3362.475876;7;
3405.712916;7;
3408.423895;6;
3469.414096;7;
3498.083888;0;
3417.628269;7;
3506.28954;9;
3413.185719;10;
3396.483545;6;
3343.614918;7;
3432.442074;0;
3409.036308;6;
3501.569756;0;
3452.207449;7;
3508.071106;0;
3363.026934;8;
3403.171232;7;
3452.607392;6;
3357.633381;7;
3367.968277;8;
3379.635938;8;
3329.975946;11;
3356.836904;9;
3316.988018;10;
3373.162994;11;
3424.279597;11;
3414.625287;9;
3424.120529;9;
3406.29806;9;
3386.453152;10;
3299.372338;8;
3330.892861;10;
3247.522884;29.91;
3203.450735;32.65;
3322.282721;32.65;
3344.151205;29.91;
3349.237983;11;
3371.507547;10;
3257.065847;11;
3265.889594;11;
3336.852242;10;
3358.16626;12;
3527.800122;9;
3143.169524;11;
1840.115962;12;
1363.256418;29.91;
989.9798891;29.91;
862.5116299;29.91;
833.4100815;12;
514.7326163;12;
988.3676181;29.91;
719.9159739;38.13;
717.0209305;38.13;
367.1706201;42.24;
648.6363251;44.98;
1202.092944;47.72;
1553.511214;44.98;
1259.830198;47.72;
1338.936008;47.72;
1097.763444;44.98;
1032.728363;46.35;
1065.986139;40.87;
917.7935509;40.87;
1022.095782;39.5;
1064.894249;39.5;
782.400281;38.13;
636.720972;42.24;
541.6515202;49.09;
529.583916;43.61;
604.3142111;42.24;
487.9625548;40.87;
628.7505131;38.13;
614.2093966;35.39;
411.8676808;34.02;
257.1828327;38.13;
430.7831761;38.13;
465.9247758;36.76;
553.3634931;34.02;
525.2129459;39.5;
181.943519;35.39;
232.5863262;32.65;
150.468444;31.28;
215.0694959;12;
317.5117641;12;
416.1557082;12;
360.3397721;12;
261.7208246;12;
274.497419;10;
252.1540015;11;
179.5438599;10;
7.918236044;9;
432.237515;7;
314.7257962;7;
554.0077198;7;
0;6;
 ;;
