;Load;Air Speed;Ground Speed
0;1504.075053;10.0;22.66080846606082
1;1974.979761;9.0;21.623055771755862
2;2521.285123;10.0;22.487933309062125
3;2647.723983;11.0;22.455913307779454
4;2787.829084;29.91;23.14790150890783
5;2701.9481;12.0;23.30889187058101
6;2848.53069;31.28;23.880134988816614
7;3120.543192;11.0;24.327727894184935
8;3175.880787;11.0;24.838091891725817
9;3130.113424;35.39;24.669247034275262
10;3137.130609;31.28;25.15696192740553
11;3168.535239;29.91;25.058540350127803
12;3238.938876;10.0;24.782831611271746
13;3282.773559;9.0;24.81631189305348
14;3210.901949;11.0;24.763608406261174
15;3188.611933;29.91;24.31003542699369
16;3288.848833;10.0;24.09072831099361
17;3235.297348;9.0;23.988711052558074
18;3226.33044;9.0;23.764121474482895
19;3360.692038;7.0;23.879493130385594
20;3429.382282;6.0;23.942237588281102
21;3453.823129;0.0;23.65689764185951
22;3453.359558;0.0;23.167279380998824
23;3475.07352;6.0;22.723443732656282
24;3427.893857;6.0;22.585046282890445
25;3390.565068;0.0;23.11334105284416
26;3418.463378;6.0;23.53564565469191
27;3436.152911;7.0;23.618707574201956
28;3531.121241;6.0;23.6536669146171
29;3486.402592;6.0;23.657843773271065
30;3397.84926;6.0;23.745724046310414
31;3347.846135;7.0;23.917141633471516
32;3352.088714;6.0;23.926757655332228
33;3386.150922;8.0;24.204922409164986
34;3357.384553;10.0;24.524983960839126
35;3374.894566;8.0;24.781761230536553
36;3415.072951;8.0;24.664900636336306
37;3425.638495;8.0;24.47029201710249
38;3397.18231;7.0;24.52544544618014
39;3306.223638;8.0;24.48346630480677
40;3397.48454;8.0;24.614769014697085
41;3418.155467;8.0;24.772769592749462
42;3416.005773;8.0;24.86388412952373
43;3378.271359;8.0;24.857269598320105
44;3356.9937;8.0;25.10084952646319
45;3403.591627;7.0;25.463711469467356
46;3311.308143;10.0;25.610455570202358
47;3318.300332;11.0;25.698127173266045
48;3397.368647;29.91;25.68565697732872
49;3470.396911;9.0;25.343878040566885
50;3405.649289;8.0;24.77393606337331
51;3387.153052;10.0;24.36480361441557
52;3333.285703;11.0;24.674914026232106
53;3361.457838;9.0;24.707103790805405
54;3420.565352;9.0;24.888875484972594
55;3423.969414;9.0;24.569023069141377
56;3413.470905;10.0;24.325245543040054
57;3368.643181;9.0;24.327528769216784
58;3338.38157;11.0;24.409449029715468
59;3400.832928;8.0;24.10097710300476
60;3320.06599;11.0;24.436718648561722
61;3299.453009;29.91;24.855669320414403
62;3356.858492;10.0;25.048173825320347
63;3389.890164;9.0;25.438257882692273
64;3348.264258;10.0;25.824708976484718
65;3381.515217;10.0;25.98788803963248
66;3480.004637;8.0;25.48195678324677
67;3442.237274;9.0;24.721750420952446
68;3345.883914;9.0;24.561202981009583
69;3511.360411;7.0;24.81318020328493
70;3602.397481;9.0;24.867999106585565
71;3537.310135;9.0;24.85765166156248
72;3432.236422;10.0;24.700759950456103
73;3535.33996;10.0;24.54849435049056
74;3434.661078;10.0;24.242562940601623
75;3388.13814;10.0;24.44214882612286
76;3546.025942;7.0;24.76629330525794
77;3473.003359;9.0;24.840125071853176
78;3450.625855;11.0;25.024919132400893
79;3402.80992;11.0;25.030218447973347
80;3458.629264;9.0;25.209690872217873
81;3430.020827;9.0;25.21398604703465
82;3469.357286;10.0;25.287682366310307
83;3441.815743;9.0;25.43345657623614
84;3509.642473;11.0;25.536714728020414
85;3484.452869;11.0;25.615494436988513
86;3545.251052;9.0;25.235912548681025
87;3430.97751;11.0;24.601201556419788
88;3347.147371;12.0;24.22416036410436
89;3390.975237;10.0;23.984852078862446
90;3454.507122;11.0;23.83840153276281
91;3402.203188;11.0;23.746631539977948
92;3518.972966;12.0;23.54845265938009
93;3496.400036;10.0;23.176139440812225
94;3507.317803;8.0;22.72881805806812
95;3452.267668;8.0;22.252310840838586
96;3557.68565;8.0;21.935688131602188
97;3420.794865;7.0;21.516968279342304
98;3498.688347;8.0;21.528123075457376
99;3493.936749;6.0;21.554934224272788
100;3506.304311;7.0;21.789522486101564
101;3476.977794;7.0;22.1741415318838
102;3341.697009;8.0;22.88397689239953
103;3362.475876;7.0;23.60767965555895
104;3405.712916;7.0;23.874471264671996
105;3408.423895;6.0;24.08711532510151
106;3469.414096;7.0;24.216467223609015
107;3498.083888;0.0;24.01869105579515
108;3417.628269;7.0;23.638208779868382
109;3506.28954;9.0;23.3401628290162
110;3413.185719;10.0;22.97096865754988
