835.7693423;0
915.3818985;6
927.5710764;9
904.2221199;12
1060.82715;31.28
1326.757561;32.65
1302.44965;32.65
1357.331628;38.13
1572.423805;38.13
1230.6678;42.24
1471.398381;43.61
1669.592959;46.35
1992.538;39.5
2125.127123;38.13
2293.348684;36.76
2277.444125;34.02
2419.030834;34.02
2820.53858;32.65
2563.446686;29.91
2766.658732;40.87
2622.478074;42.24
2697.301538;40.87
2714.746787;42.24
2639.417714;54.57
2687.648363;47.72
2649.0493;46.35
2652.095458;46.35
2632.164198;51.83
2667.579623;44.98
2667.760279;38.13
2682.333209;36.76
2781.146447;36.76
2716.334062;39.5
2628.695373;44.98
2477.491849;46.35
2585.913949;38.13
2673.640126;51.83
2561.941218;55.94
2623.640409;50.46
2403.763684;62.79
2387.615977;65.53
2478.124713;60.05
2597.089635;60.05
2572.314744;60.05
2489.595811;58.68
2647.147298;53.2
2567.583598;64.16
2657.492419;51.83
2558.783712;62.79
2490.793368;62.79
2515.187631;61.42
2394.802457;61.42
2688.073303;60.05
2690.855862;57.31
2885.614564;58.68
2589.62365;58.68
2756.865805;57.31
2549.992915;58.68
2767.180249;49.09
2850.035527;57.31
2820.515856;58.68
2648.560733;55.94
2550.361044;58.68
2612.505627;58.68
2661.719092;51.83
2782.710998;47.72
2772.34997;42.24
3010.668394;42.24
3096.510747;43.61
3231.571109;34.02
3436.009118;10
3568.719815;11
3054.934834;10
3053.179401;9
2993.840102;7
3166.784857;7
3127.959689;6
3186.446837;10
3216.707311;8
3072.322137;7
2974.033824;9
2833.30154;10
2774.230384;31.28
2842.684298;29.91
2759.779028;38.13
2536.386893;46.35
2532.257934;42.24
2610.354796;44.98
2518.807571;46.35
2864.826608;40.87
2589.068047;46.35
2597.285061;43.61
2636.134089;47.72
2709.905429;39.5
2603.514858;46.35
2649.248136;43.61
2640.052851;40.87
2553.308353;49.09
2516.810128;53.2
2641.103838;43.61
2619.560307;42.24
2770.235497;34.02
2665.273132;46.35
2664.937953;42.24
2576.853872;46.35
2610.205954;47.72
2576.690259;44.98
2687.306367;43.61
2745.610586;43.61
2584.548234;46.35
2585.424246;44.98
2392.93454;53.2
2602.896764;50.46
2581.093043;44.98
2599.700627;46.35
2537.133378;42.24
2459.448957;49.09
2435.377376;54.57
2286.03495;58.68
2423.093893;51.83
2414.320139;54.57
2798.687138;49.09
2903.008685;40.87
2891.821637;38.13
3058.491147;32.65
3031.193887;34.02
2990.44513;39.5
3123.856863;36.76
3206.935972;29.91
3204.029567;6
3074.984259;0
2818.255949;0
2584.589137;0
2280.481194;0
