;Load;Air Speed;Ground Speed
0;966.0654827;0.0;10.428447827882534
1;892.3339094;6.0;12.399714182517489
2;1090.46486;6.0;15.431165866771282
3;1139.771493;0.0;17.740509384065025
4;1268.202115;0.0;20.206354990905822
5;1459.363601;6.0;22.04677717261494
6;1527.783429;10.0;24.512646123564743
7;1340.195299;10.0;27.312868239561148
8;1626.755735;9.0;28.54540603923881
9;1577.568403;11.0;29.439589126045934
10;1878.355227;9.0;30.2979822287745
11;2069.222436;12.0;31.109214484566238
12;2340.705468;29.91;30.616426076143803
13;2491.23977;31.28;30.0057293005123
14;2541.649655;29.91;29.479411212076045
15;2669.641704;29.91;28.880333008273652
16;2594.089934;31.28;29.432592797558208
17;2641.058263;29.91;28.84921777712357
18;2632.125441;12.0;27.91520743498534
19;2687.043778;29.91;27.40915470705997
20;2625.778615;31.28;26.917688970514405
21;2684.440738;11.0;26.637121852923592
22;2636.662297;29.91;27.568524353562474
23;2647.394863;29.91;29.05678569332251
24;2548.208951;31.28;31.042404341960577
25;2413.157678;31.28;33.04387129396548
26;2540.153277;32.65;33.05600050123339
27;2607.080135;32.65;33.233622353317145
28;2643.178417;39.5;32.68499716179047
29;2573.907574;40.87;32.34671579290757
30;2691.551092;36.76;31.830185066832044
31;2744.293601;44.98;30.626704752822494
32;2548.483912;43.61;29.174046998038484
33;2543.79026;39.5;30.577280391988683
34;2598.057553;35.39;32.86782456750585
35;2616.650367;31.28;31.464444811608793
36;2695.91979;34.02;31.676935063016966
37;2813.365609;34.02;30.806683478387335
38;2664.266331;34.02;31.174041164084592
39;2812.040797;12.0;30.355293815516184
40;2803.744248;12.0;29.977310665532748
41;2715.706752;12.0;30.633729946500342
42;2833.441166;11.0;30.989133052754116
43;2768.838978;12.0;31.55773977841952
44;2751.236933;11.0;31.694325886411946
45;2865.211654;10.0;30.975439714006864
46;2791.371005;29.91;31.118758655118754
47;3008.423132;10.0;31.135005017388153
48;2834.266049;10.0;31.30663952252856
49;2901.980295;8.0;31.53400553107591
50;2836.740698;29.91;32.052282753487404
51;2841.807024;11.0;32.753523777609885
52;2879.706186;11.0;33.14161549583742
53;2959.164219;11.0;33.1747009520119
54;2814.954019;31.28;32.923053676984956
55;2893.071333;29.91;32.84508147912343
56;2915.56473;31.28;32.367182675958084
57;2887.182397;10.0;32.2766231809446
58;2839.766404;35.39;32.27172029174068
59;2856.515162;31.28;32.22788343752406
60;2932.102153;29.91;32.259323523784126
61;2838.725643;29.91;32.43207414504669
62;2817.508202;32.65;32.7737575128504
63;2945.800208;31.28;32.82486310305881
64;3018.867103;29.91;32.82992141677849
65;3052.679346;29.91;32.85761310433457
66;2999.993647;31.28;32.66277751814803
67;3045.107694;31.28;32.59703967929839
68;3051.991944;31.28;32.56367000669204
69;2980.912266;29.91;32.58147530613413
70;3028.857729;34.02;32.68620388071638
71;3051.359079;11.0;33.05639479168106
72;3026.294457;36.76;33.13188765779092
73;3090.224013;12.0;33.45993718148667
74;3113.853612;29.91;33.52918193083644
75;3184.928744;12.0;33.56700070177465
76;3211.836286;12.0;33.20690856497012
77;3138.810294;32.65;32.56927911436944
78;3262.284803;11.0;32.62402146294363
79;3048.020917;31.28;33.032885189619925
80;3042.001317;31.28;33.55579306168695
81;3027.832875;31.28;33.67525997871033
82;3122.879603;29.91;33.10232877531957
83;3220.036258;32.65;32.617523617230205
84;3111.405096;32.65;32.53600904688111
85;3087.603931;32.65;32.806810845247036
86;3240.186805;32.65;32.2909440189292
87;3094.612027;34.02;32.32030928549976
88;3082.009271;34.02;32.73803914845925
89;3013.380382;34.02;32.77064387969529
90;3003.677215;34.02;32.326384480470935
