3416.005773;8;14.5;-12.94956833;-38.43151833
3378.271359;8;14.5;-12.94957333;-38.43151333
3356.9937;8;14.7;-12.94957833;-38.43151
3403.591627;7;14.7;-12.94958167;-38.431505
3311.308143;10;14.7;-12.94958667;-38.43150167
3318.300332;11;14.8;-12.94959167;-38.43149833
3397.368647;29.91;15;-12.949595;-38.43149333
3470.396911;9;15;-12.9496;-38.43149
3405.649289;8;15;-12.949605;-38.431485
3387.153052;10;15;-12.94960833;-38.43148167
3333.285703;11;15;-12.94961333;-38.43147667
3361.457838;9;15;-12.94961833;-38.43147333
3420.565352;9;15.2;-12.94962167;-38.43146833
3423.969414;9;15.2;-12.94962667;-38.43146333
3413.470905;10;15.3;-12.94963167;-38.43146
3368.643181;9;15.3;-12.949635;-38.431455
3338.38157;11;15.2;-12.94964;-38.43145
3400.832928;8;15;-12.94964333;-38.43144667
3320.06599;11;15.3;-12.94964833;-38.43144167
3299.453009;29.91;15.4;-12.94965167;-38.43143667
3356.858492;10;15.6;-12.94965667;-38.43143167
3389.890164;9;15.5;-12.94966;-38.43142833
3348.264258;10;15.5;-12.949665;-38.43142333
3381.515217;10;15.4;-12.94966833;-38.43141833
3480.004637;8;15.4;-12.94967333;-38.43141333
3442.237274;9;15.3;-12.94967667;-38.43140833
3345.883914;9;15.3;-12.94968167;-38.43140333
3511.360411;7;15.5;-12.949685;-38.43139833
3602.397481;9;15.3;-12.94968833;-38.43139333
3537.310135;9;15.3;-12.94969167;-38.43138833
3432.236422;10;15.3;-12.94969667;-38.43138333
3535.33996;10;15.4;-12.9497;-38.43137833
3434.661078;10;15.5;-12.94970333;-38.43137333
3388.13814;10;15.5;-12.94970667;-38.43136833
3546.025942;7;15.5;-12.94971;-38.43136167
3473.003359;9;15.6;-12.94971333;-38.43135667
3450.625855;11;15.6;-12.94971667;-38.43135167
3402.80992;11;15.6;-12.94972;-38.431345
3458.629264;9;15.7;-12.94972333;-38.43134
3430.020827;9;15.7;-12.949725;-38.431335
3469.357286;10;15.7;-12.94972833;-38.43132833
3441.815743;9;15.7;-12.94973167;-38.43132333
3509.642473;11;15.7;-12.949735;-38.43131667
3484.452869;11;15.8;-12.94973667;-38.43131167
3545.251052;9;15.4;-12.94974;-38.431305
3430.97751;11;15.4;-12.94974167;-38.4313
3347.147371;12;15.4;-12.949745;-38.43129333
3390.975237;10;15.6;-12.94974667;-38.43128833
3454.507122;11;15.4;-12.94974833;-38.43128167
3402.203188;11;15.4;-12.94975167;-38.431275
3518.972966;12;15.4;-12.94975333;-38.43127
3496.400036;10;15.3;-12.949755;-38.43126333
3507.317803;8;15.6;-12.94975667;-38.43125833
3452.267668;8;15.4;-12.94975833;-38.43125167
3557.68565;8;15.4;-12.94976;-38.431245
3420.794865;7;15.2;-12.94976333;-38.43124
3498.688347;8;15.3;-12.94976333;-38.43123333
3493.936749;6;15.6;-12.949765;-38.43122667
3506.304311;7;15.6;-12.94976667;-38.43122167
3476.977794;7;15.4;-12.94976833;-38.431215
3341.697009;8;15.4;-12.94976833;-38.43120833
3362.475876;7;15.4;-12.94977;-38.43120167
3405.712916;7;15.4;-12.94977167;-38.43119667
3408.423895;6;15.5;-12.94977167;-38.43119
3469.414096;7;15.2;-12.94977333;-38.43118333
3498.083888;0;15.4;-12.949775;-38.43117667
3417.628269;7;15.5;-12.949775;-38.43117167
3506.28954;9;15.2;-12.94977667;-38.431165
3413.185719;10;15.6;-12.94977667;-38.43115833
3396.483545;6;15.4;-12.94977667;-38.43115167
3343.614918;7;15.3;-12.94977833;-38.431145
3432.442074;0;15.3;-12.94977833;-38.43114
3409.036308;6;15.1;-12.94977833;-38.43113333
3501.569756;0;15.2;-12.94978;-38.43112667
3452.207449;7;15.2;-12.94977833;-38.43112
3508.071106;0;15;-12.94977833;-38.431115
3363.026934;8;15.1;-12.94977833;-38.43110833
3403.171232;7;14.8;-12.94977833;-38.43110167
3452.607392;6;15.1;-12.94977833;-38.431095
3357.633381;7;15.2;-12.94977833;-38.43109
3367.968277;8;15.1;-12.94977667;-38.43108333
3379.635938;8;14.9;-12.94977667;-38.43107667
3329.975946;11;14.7;-12.94977667;-38.43107167
3356.836904;9;15.1;-12.949775;-38.431065
3316.988018;10;15.1;-12.949775;-38.43105833
3373.162994;11;14.9;-12.949775;-38.43105333
3424.279597;11;14.9;-12.94977333;-38.43104667
3414.625287;9;14.9;-12.94977167;-38.43104
3424.120529;9;15;-12.94977167;-38.431035
3406.29806;9;14.9;-12.94977;-38.43102833
3386.453152;10;14.9;-12.94976833;-38.43102167
3299.372338;8;14.9;-12.94976833;-38.43101667
3330.892861;10;14.9;-12.94976667;-38.43101
3247.522884;29.91;14.9;-12.949765;-38.431005
3203.450735;32.65;15;-12.94976333;-38.43099833
3322.282721;32.65;14.6;-12.94976167;-38.43099167
3344.151205;29.91;14.8;-12.94976;-38.43098667
3349.237983;11;14.8;-12.94975833;-38.43098
3371.507547;10;14.8;-12.94975667;-38.430975
3257.065847;11;14.8;-12.949755;-38.43096833
3265.889594;11;14.7;-12.94975333;-38.43096333
3336.852242;10;14.7;-12.94975167;-38.43095667
3358.16626;12;14.7;-12.94975;-38.43095167
3527.800122;9;14.8;-12.94974833;-38.43094667
3143.169524;11;14.8;-12.949745;-38.43094
1840.115962;12;14.8;-12.94974333;-38.430935
1363.256418;29.91;15;-12.94974167;-38.43092833
989.9798891;29.91;14.8;-12.94974;-38.43092333
862.5116299;29.91;15.1;-12.94973667;-38.43091667
833.4100815;12;14.8;-12.949735;-38.43091167
514.7326163;12;14.9;-12.94973167;-38.43090667
988.3676181;29.91;14.9;-12.94973;-38.4309
719.9159739;38.13;14.8;-12.94972667;-38.430895
717.0209305;38.13;14.8;-12.949725;-38.43089
367.1706201;42.24;14.8;-12.94972167;-38.43088333
648.6363251;44.98;14.8;-12.94972;-38.43087833
1202.092944;47.72;14.8;-12.94971667;-38.43087333
1553.511214;44.98;14.9;-12.94971333;-38.43086667
1259.830198;47.72;14.9;-12.94971167;-38.43086167
1338.936008;47.72;14.9;-12.94970833;-38.43085667
1097.763444;44.98;14.7;-12.949705;-38.43085167
1032.728363;46.35;14.8;-12.94970167;-38.43084667
1065.986139;40.87;14.7;-12.94969833;-38.43084167
917.7935509;40.87;14.5;-12.949695;-38.43083667
1022.095782;39.5;14.6;-12.94969167;-38.43083167
1064.894249;39.5;14.6;-12.94968833;-38.43082667
782.400281;38.13;14.5;-12.949685;-38.43082167
636.720972;42.24;14.5;-12.94968167;-38.43081667
541.6515202;49.09;14.5;-12.94967833;-38.43081167
529.583916;43.61;14.5;-12.94967333;-38.43080833
604.3142111;42.24;14.3;-12.94967;-38.43080333
487.9625548;40.87;14.2;-12.94966667;-38.43079833
628.7505131;38.13;14.3;-12.94966167;-38.430795
614.2093966;35.39;14.1;-12.94965833;-38.43079
411.8676808;34.02;14.3;-12.949655;-38.43078667
257.1828327;38.13;14.3;-12.94965;-38.43078167
430.7831761;38.13;14.2;-12.94964667;-38.43077833
465.9247758;36.76;14.2;-12.94964167;-38.43077333
553.3634931;34.02;14.1;-12.94963833;-38.43077
525.2129459;39.5;14.1;-12.94963333;-38.43076667
181.943519;35.39;14;-12.94962833;-38.43076167
232.5863262;32.65;14;-12.949625;-38.43075833
150.468444;31.28;14;-12.94962;-38.430755
215.0694959;12;14;-12.94961667;-38.43075167
317.5117641;12;14;-12.94961167;-38.43074667
416.1557082;12;14;-12.94960667;-38.43074333
360.3397721;12;14;-12.94960333;-38.43074
261.7208246;12;14;-12.94959833;-38.43073667
274.497419;10;14.1;-12.94959333;-38.43073333
252.1540015;11;14.4;-12.94959;-38.43073
179.5438599;10;14.3;-12.949585;-38.43072667
7.918236044;9;14.3;-12.94958;-38.43072333
432.237515;7;14.3;-12.949575;-38.43072
314.7257962;7;14.3;-12.94957;-38.430715
554.0077198;7;14.5;-12.94956667;-38.43071167
0;6;14.4;-12.94956167;-38.43070833
 ;;14.5;-12.94955667;-38.430705
;;14.5;-12.94955167;-38.43070167
;;14.6;-12.94954667;-38.43069833
;;14.7;-12.94954167;-38.430695
;;14.5;-12.94953667;-38.43069167
;;14.5;-12.94953167;-38.43068833
;;14.8;-12.94952667;-38.430685
;;14.5;-12.94952167;-38.43068167
;;14.8;-12.94951667;-38.43067833
;;14.7;-12.94951167;-38.430675
;;14.7;-12.94950833;-38.43067167
;;14.7;-12.94950333;-38.43066833
;;14.8;-12.94949833;-38.430665
;;14.4;-12.94949333;-38.43066167
;;14.7;-12.94948833;-38.43065833
;;14.7;-12.94948333;-38.430655
;;14.7;-12.94947833;-38.43065167
;;14.7;-12.94947333;-38.43064833
;;14.7;-12.94946833;-38.430645
;;14.7;-12.94946333;-38.43064
;;14.7;-12.94945833;-38.43063667
;;14.7;-12.94945333;-38.43063333
;;14.7;-12.94944833;-38.43063
;;14.7;-12.949445;-38.43062667
;;14.7;-12.94944;-38.43062333
;;14.7;-12.949435;-38.43062
;;14.7;-12.94943;-38.43061667
;;14.7;-12.949425;-38.43061167
;;14.7;-12.94942;-38.43060833
;;14.7;-12.94941667;-38.430605
;;14.7;-12.94941167;-38.43060167
;;14.7;-12.94940667;-38.43059667
;;14.7;-12.94940167;-38.43059333
;;14.7;-12.94939667;-38.43059
;;15;-12.94939333;-38.430585
;;14.6;-12.94938833;-38.43058167
;;14.7;-12.94938333;-38.43057833
;;14.7;-12.94937833;-38.43057333
;;14.8;-12.949375;-38.43057
;;14.8;-12.94937;-38.43056667
;;14.8;-12.949365;-38.43056167
;;14.9;-12.94936167;-38.43055833
;;14.9;-12.94935667;-38.43055333
;;14.9;-12.94935167;-38.43055
;;14.9;-12.94934667;-38.430545
;;14.8;-12.94934333;-38.43054167
;;14.8;-12.94933833;-38.43053667
;;14.9;-12.949335;-38.43053333
;;14.9;-12.94933;-38.43052833
;;14.9;-12.949325;-38.430525
;;14.9;-12.94932167;-38.43052
;;14.8;-12.94931667;-38.43051667
;;14.8;-12.94931333;-38.43051167
;;14.8;-12.94930833;-38.43050833
;;14.8;-12.94930333;-38.43050333
;;15;-12.9493;-38.43049833
;;15.1;-12.949295;-38.430495
;;15.1;-12.94929167;-38.43049
;;15;-12.94928667;-38.430485
;;15;-12.94928333;-38.43048167
;;15.1;-12.94927833;-38.43047667
;;15;-12.949275;-38.43047167
;;15.2;-12.94927;-38.43046667
;;15.1;-12.94926667;-38.43046333
;;15.1;-12.94926333;-38.43045833
;;15.2;-12.94925833;-38.43045333
;;15.1;-12.949255;-38.43044833
;;15.4;-12.94925;-38.43044333
;;15.3;-12.94924667;-38.43044
;;15.3;-12.94924167;-38.430435
;;15.3;-12.94923833;-38.43043
;;15.3;-12.94923333;-38.430425
;;15.3;-12.94923;-38.43042
;;15.6;-12.94922667;-38.430415
;;15.5;-12.94922167;-38.43041
;;15.1;-12.94921833;-38.430405
;;15.4;-12.949215;-38.4304
;;15.4;-12.94921;-38.430395
;;15.4;-12.94920667;-38.43039
;;15.4;-12.94920333;-38.430385
;;15.4;-12.9492;-38.43038
;;15.4;-12.949195;-38.430375
;;15.4;-12.94919167;-38.43037
;;15.4;-12.94918833;-38.430365
;;15.1;-12.949185;-38.43036
;;15.4;-12.94918;-38.430355
;;15.1;-12.94917667;-38.43035
;;15.1;-12.94917333;-38.430345
;;15.3;-12.94917;-38.43034
;;15.4;-12.94916667;-38.430335
;;15.2;-12.94916333;-38.43033
;;15.2;-12.94916;-38.430325
;;15.1;-12.949155;-38.43032
;;15.2;-12.94915167;-38.430315
;;15.2;-12.94914833;-38.43030833
;;15.2;-12.949145;-38.43030333
;;15.2;-12.94914167;-38.43029833
;;15.3;-12.94913833;-38.43029333
;;15.3;-12.949135;-38.43028833
;;15.3;-12.94913167;-38.43028333
;;15.3;-12.94912833;-38.43027833
;;15.3;-12.949125;-38.43027167
;;15.1;-12.94912167;-38.43026667
;;15.1;-12.94911833;-38.43026167
;;15.2;-12.949115;-38.43025667
;;15.2;-12.94911167;-38.43025167
;;15.2;-12.94910833;-38.43024667
;;15.3;-12.949105;-38.43024
;;15.1;-12.94910167;-38.430235
;;15.3;-12.94909833;-38.43023
;;15.3;-12.949095;-38.430225
;;15.3;-12.94909167;-38.43022
;;15.3;-12.94908833;-38.43021333
;;15.3;-12.949085;-38.43020833
;;15.3;-12.94908167;-38.43020333
;;15.3;-12.94907833;-38.43019833
;;15.3;-12.949075;-38.43019167
;;15.3;-12.94907333;-38.43018667
;;15.4;-12.94907;-38.43018167
;;15.4;-12.94906667;-38.43017667
;;15.1;-12.94906333;-38.43017
;;15.5;-12.94906;-38.430165
;;15.5;-12.94905667;-38.43016
;;15.5;-12.94905333;-38.430155
;;15.2;-12.94905;-38.43014833
;;15.5;-12.94904667;-38.43014333
;;15.4;-12.94904333;-38.43013833
;;15.7;-12.94904;-38.43013333
;;15.5;-12.94903667;-38.43012667
;;15.4;-12.94903333;-38.43012167
;;15.4;-12.94903167;-38.43011667
;;15.3;-12.94902833;-38.43011
;;15.6;-12.949025;-38.430105
;;15.2;-12.94902167;-38.4301
;;15.3;-12.94901833;-38.430095
;;15.6;-12.949015;-38.43008833
;;15.5;-12.94901167;-38.43008333
;;15.5;-12.94900833;-38.43007833
;;15.5;-12.949005;-38.43007333
;;15.5;-12.94900167;-38.43006667
;;15.5;-12.949;-38.43006167
;;15.5;-12.94899667;-38.43005667
;;15.5;-12.94899333;-38.43005
;;15.5;-12.94899;-38.430045
;;15.5;-12.94898667;-38.43004
;;15.6;-12.94898333;-38.43003333
;;15.6;-12.94898;-38.43002833
;;15.8;-12.94897667;-38.43002333
;;15.7;-12.94897333;-38.43001667
;;15.8;-12.94897;-38.43001167
;;15.7;-12.94896667;-38.43000667
;;15.7;-12.94896333;-38.43
;;15.7;-12.94896167;-38.429995
;;16;-12.94895833;-38.42999
;;15.7;-12.948955;-38.42998333
;;16;-12.94895167;-38.42997833
;;16;-12.94894833;-38.42997167
;;15.9;-12.948945;-38.42996667
;;15.9;-12.94894167;-38.42996167
;;15.9;-12.94893833;-38.429955
;;15.9;-12.948935;-38.42995
;;15.8;-12.94893167;-38.42994333
;;15.8;-12.94893;-38.42993833
;;16.1;-12.94892667;-38.42993167
;;15.8;-12.94892333;-38.42992667
;;16;-12.94892;-38.42992167
;;16;-12.94891667;-38.429915
;;16;-12.94891333;-38.42991
;;15.9;-12.94891;-38.42990333
;;16;-12.94890667;-38.42989833
;;16;-12.94890333;-38.42989167
;;16;-12.9489;-38.42988667
;;16;-12.94889833;-38.42988
;;16;-12.948895;-38.429875
;;16;-12.94889167;-38.42987
;;16;-12.94888833;-38.42986333
;;15.9;-12.948885;-38.42985833
;;15.9;-12.94888167;-38.42985167
;;15.9;-12.94887833;-38.42984667
;;15.9;-12.948875;-38.42984
;;15.7;-12.94887167;-38.429835
;;15.9;-12.94887;-38.42983
;;15.9;-12.94886667;-38.42982333
;;15.8;-12.94886333;-38.42981833
;;15.8;-12.94886;-38.42981167
;;15.7;-12.94885667;-38.42980667
;;15.6;-12.94885333;-38.4298
;;15.6;-12.94885167;-38.429795
;;15.6;-12.94884833;-38.42979
;;15.5;-12.948845;-38.42978333
;;15.6;-12.94884167;-38.42977833
;;15.2;-12.94883833;-38.42977167
;;15.3;-12.94883667;-38.42976667
;;15.3;-12.94883333;-38.42976167
;;15.3;-12.94883;-38.429755
;;15.4;-12.94882667;-38.42975
;;15.1;-12.948825;-38.429745
;;15.1;-12.94882167;-38.42973833
;;15.2;-12.94881833;-38.42973333
;;15.2;-12.948815;-38.42972833
;;15.2;-12.94881333;-38.42972333
;;15.1;-12.94881;-38.42971667
;;15.2;-12.94880667;-38.42971167
;;15.1;-12.94880333;-38.42970667
;;15.2;-12.94880167;-38.4297
;;15.2;-12.94879833;-38.429695
;;15.4;-12.948795;-38.42969
;;15.4;-12.94879333;-38.42968333
;;15.4;-12.94879;-38.42967833
;;15.4;-12.94878667;-38.42967333
;;15.4;-12.94878333;-38.42966667
;;15.4;-12.94878167;-38.42966167
;;15.3;-12.94877833;-38.429655
;;15.3;-12.948775;-38.42965
;;15.3;-12.94877167;-38.429645
;;15.3;-12.94877;-38.42963833
;;15.3;-12.94876667;-38.42963333
;;15.4;-12.94876333;-38.42962833
;;15.4;-12.94876167;-38.42962167
;;15.4;-12.94875833;-38.42961667
;;15.4;-12.948755;-38.42961
;;15.6;-12.94875333;-38.429605
;;15.6;-12.94875;-38.4296
;;15.5;-12.94874667;-38.42959333
;;15.5;-12.948745;-38.42958833
;;15.5;-12.94874167;-38.42958167
;;15.1;-12.94873833;-38.42957667
;;15.3;-12.94873667;-38.42957
;;15.3;-12.94873333;-38.429565
;;15.3;-12.94873;-38.42956
;;15.4;-12.94872833;-38.42955333
;;15.4;-12.948725;-38.42954833
;;15.1;-12.94872333;-38.42954167
;;15.2;-12.94872;-38.42953667
;;15.4;-12.94871833;-38.42953
;;15;-12.948715;-38.429525
;;15.1;-12.94871167;-38.42952
;;15.1;-12.94871;-38.42951333
;;15.1;-12.94870833;-38.42950833
;;15.1;-12.948705;-38.42950167
;;15.1;-12.94870333;-38.42949667
;;15.1;-12.9487;-38.42949167
;;15.1;-12.94869833;-38.429485
;;15.1;-12.948695;-38.42948
;;15.1;-12.94869333;-38.42947333
;;15.1;-12.94869;-38.42946833
;;15.1;-12.94868833;-38.42946167
;;15.4;-12.94868667;-38.42945667
;;15;-12.94868333;-38.42945
;;15;-12.94868167;-38.429445
;;15.1;-12.94867833;-38.42944
;;15.2;-12.94867667;-38.42943333
;;15.3;-12.948675;-38.42942833
;;15.4;-12.94867167;-38.42942167
;;15;-12.94867;-38.42941667
;;15.1;-12.94866833;-38.42941
;;15.1;-12.948665;-38.429405
;;15.1;-12.94866333;-38.42939833
;;15;-12.94866167;-38.42939333
;;15;-12.94865833;-38.42938667
;;15;-12.94865667;-38.42938167
;;15;-12.94865333;-38.429375
;;15;-12.94865167;-38.42937
;;15;-12.94865;-38.42936333
;;15.1;-12.94864833;-38.42935833
;;15;-12.948645;-38.42935167
;;15;-12.94864333;-38.42934667
;;15.1;-12.94864167;-38.42934
;;15.1;-12.94864;-38.429335
;;15.1;-12.94863667;-38.42932833
;;15.1;-12.948635;-38.42932333
;;15.1;-12.94863333;-38.42931667
;;15.5;-12.94863167;-38.42931167
;;15.5;-12.94863;-38.429305
;;15.4;-12.94862667;-38.4293
;;15.4;-12.948625;-38.42929333
;;15.3;-12.94862333;-38.42928667
;;15.5;-12.94862167;-38.42928167
;;15.6;-12.94862;-38.429275
;;15.4;-12.94861833;-38.42926833
;;15.4;-12.94861667;-38.42926333
;;15.5;-12.948615;-38.42925667
;;15.5;-12.94861333;-38.42925
;;15.5;-12.94861167;-38.42924333
;;15.6;-12.94861;-38.42923833
;;15.5;-12.94861;-38.42923167
;;15.6;-12.94860833;-38.429225
;;15.6;-12.94860667;-38.42921833
;;15.6;-12.948605;-38.42921333
;;15.8;-12.94860333;-38.42920667
;;15.8;-12.94860167;-38.4292
;;15.8;-12.9486;-38.42919333
;;15.7;-12.9486;-38.42918833
;;15.8;-12.94859833;-38.42918167
;;15.7;-12.94859667;-38.429175
;;16;-12.948595;-38.42916833
;;16;-12.94859333;-38.42916167
;;16;-12.94859167;-38.429155
;;15.9;-12.94859167;-38.42915
;;15.9;-12.94859;-38.42914333
;;16;-12.94858833;-38.42913667
;;16;-12.94858667;-38.42913
;;16.2;-12.948585;-38.42912333
;;16.2;-12.948585;-38.42911667
;;16.1;-12.94858333;-38.42911
;;16.2;-12.94858167;-38.42910333
;;16.1;-12.94858;-38.42909667
;;16.1;-12.94858;-38.42909167
;;16.1;-12.94857833;-38.429085
;;16.2;-12.94857667;-38.42907833
;;16.2;-12.948575;-38.42907167
;;16.2;-12.948575;-38.429065
;;15.9;-12.94857333;-38.42905833
;;16;-12.94857167;-38.42905167
;;15.9;-12.94857;-38.429045
;;15.9;-12.94857;-38.42903833
;;15.7;-12.94856833;-38.42903167
;;15.8;-12.94856667;-38.42902667
;;15.8;-12.94856667;-38.42902
;;15.7;-12.948565;-38.42901333
;;15.6;-12.94856333;-38.42900667
;;15.6;-12.94856333;-38.429
;;15.3;-12.94856167;-38.42899333
;;15.4;-12.94856;-38.42898833
;;15.4;-12.94856;-38.42898167
;;15.2;-12.94855833;-38.428975
;;15.2;-12.94855667;-38.42897
;;15.5;-12.94855667;-38.42896333
;;15.2;-12.948555;-38.42895667
;;15.2;-12.94855333;-38.42895
;;15.3;-12.94855333;-38.428945
;;15.2;-12.94855167;-38.42893833
;;15.2;-12.94855;-38.42893167
;;15.2;-12.94855;-38.42892667
;;15.3;-12.94854833;-38.42892
;;15.5;-12.94854667;-38.42891333
;;15.5;-12.94854667;-38.42890667
;;15.5;-12.948545;-38.4289
;;15.2;-12.948545;-38.428895
;;15.3;-12.94854333;-38.42888833
;;15.3;-12.94854167;-38.42888167
;;15.5;-12.94854167;-38.42887667
;;15.5;-12.94854;-38.42887
;;15.5;-12.94853833;-38.42886333
;;15.4;-12.94853833;-38.42885667
;;15.5;-12.94853667;-38.42885
;;15.5;-12.94853667;-38.428845
;;15.4;-12.948535;-38.42883833
;;15.5;-12.94853333;-38.42883167
;;15.5;-12.94853333;-38.428825
;;15.4;-12.94853167;-38.42882
;;15.4;-12.94853167;-38.42881333
;;15.4;-12.94853;-38.42880667
;;15.4;-12.94853;-38.4288
;;15.4;-12.94852833;-38.428795
;;15.6;-12.94852833;-38.42878833
;;15.4;-12.94852667;-38.42878167
;;15.6;-12.948525;-38.428775
;;15.4;-12.948525;-38.42876833
;;15.4;-12.94852333;-38.42876333
;;15.4;-12.94852333;-38.42875667
;;15.3;-12.94852167;-38.42875
;;15.3;-12.94852167;-38.42874333
;;15.3;-12.94852;-38.42873833
;;15.3;-12.94852;-38.42873167
;;15.3;-12.94851833;-38.428725
;;15.3;-12.94851833;-38.42871833
;;15.3;-12.94851667;-38.42871333
;;15.6;-12.94851667;-38.42870667
;;15.2;-12.948515;-38.4287
;;15.2;-12.948515;-38.42869333
;;15.2;-12.94851333;-38.42868833
;;15.2;-12.94851333;-38.42868167
;;15.2;-12.94851167;-38.428675
;;15.2;-12.94851167;-38.42866833
;;15.2;-12.94851;-38.42866333
;;15.2;-12.94851;-38.42865667
;;15;-12.94850833;-38.42865
;;15.1;-12.94850833;-38.428645
;;14.8;-12.94850667;-38.42863833
;;14.9;-12.94850667;-38.42863167
;;15.2;-12.948505;-38.42862667
;;15.2;-12.948505;-38.42862
;;15.2;-12.948505;-38.42861333
;;15.2;-12.94850333;-38.42860667
;;15;-12.94850333;-38.42860167
;;15.2;-12.94850167;-38.428595
;;15.3;-12.94850167;-38.42858833
;;15.2;-12.94850167;-38.42858167
;;15.3;-12.9485;-38.42857667
;;15.2;-12.9485;-38.42857
;;15.2;-12.94849833;-38.42856333
;;15.4;-12.94849833;-38.42855667
;;15.7;-12.94849833;-38.42855167
;;15.3;-12.94849667;-38.428545
;;15.4;-12.94849667;-38.42853833
;;15.3;-12.94849667;-38.42853167
;;15.4;-12.94849667;-38.428525
;;15.4;-12.948495;-38.42852
;;15.4;-12.948495;-38.42851333
;;15.4;-12.948495;-38.42850667
;;15.6;-12.94849333;-38.4285
;;15.4;-12.94849333;-38.42849333
;;15.6;-12.94849333;-38.42848833
;;15.3;-12.94849333;-38.42848167
;;15.4;-12.94849167;-38.428475
;;15.5;-12.94849167;-38.42846833
;;15.5;-12.94849167;-38.42846167
;;15.5;-12.94849167;-38.42845667
;;15.6;-12.94849;-38.42845
;;15.6;-12.94849;-38.42844333
;;15.6;-12.94849;-38.42843667
;;15.6;-12.94849;-38.42843
;;15.6;-12.94849;-38.42842333
;;15.6;-12.94848833;-38.42841667
;;15.4;-12.94848833;-38.42841167
;;15.4;-12.94848833;-38.428405
;;15.7;-12.94848833;-38.42839833
;;15.5;-12.94848833;-38.42839167
;;15.5;-12.94848833;-38.428385
;;15.8;-12.94848833;-38.42837833
;;15.5;-12.94848667;-38.42837333
;;15.5;-12.94848667;-38.42836667
;;15.8;-12.94848667;-38.42836
;;15.7;-12.94848667;-38.42835333
;;15.5;-12.94848667;-38.42834667
;;15.6;-12.94848667;-38.42834
;;15.8;-12.948485;-38.42833333
;;15.8;-12.948485;-38.42832667
;;15.7;-12.948485;-38.42832167
;;15.6;-12.948485;-38.428315
;;15.6;-12.948485;-38.42830833
;;15.7;-12.948485;-38.42830167
;;15.6;-12.948485;-38.428295
;;15.7;-12.948485;-38.42828833
;;15.7;-12.948485;-38.42828167
;;15.7;-12.948485;-38.42827667
;;15.7;-12.948485;-38.42827
;;15.7;-12.94848333;-38.42826333
;;15.6;-12.94848333;-38.42825667
;;15.6;-12.94848333;-38.42825
;;15.9;-12.94848333;-38.42824333
;;15.7;-12.94848333;-38.42823667
;;15.7;-12.94848333;-38.42823
;;15.7;-12.94848333;-38.42822333
;;15.7;-12.94848333;-38.42821833
;;16;-12.94848333;-38.42821167
;;15.9;-12.94848333;-38.428205
;;15.8;-12.94848333;-38.42819833
;;15.6;-12.948485;-38.42819167
;;15.8;-12.948485;-38.428185
;;15.8;-12.948485;-38.42817833
;;15.8;-12.948485;-38.42817167
;;16;-12.948485;-38.428165
;;15.8;-12.948485;-38.42815833
;;15.8;-12.948485;-38.42815333
;;15.9;-12.948485;-38.42814667
;;15.9;-12.948485;-38.42814
;;15.9;-12.948485;-38.42813333
;;15.9;-12.948485;-38.42812667
;;15.9;-12.948485;-38.42812
;;15.9;-12.948485;-38.42811333
;;15.9;-12.948485;-38.42810667
;;15.9;-12.948485;-38.4281
;;15.9;-12.948485;-38.42809333
;;15.9;-12.948485;-38.42808667
;;16;-12.94848667;-38.42808
;;15.9;-12.94848667;-38.42807333
