20.2;-12.94857;-38.43113
20.8;-12.94857333;-38.431135
21.3;-12.948575;-38.43114
21.9;-12.94857833;-38.431145
21.9;-12.94858;-38.43115
22.1;-12.94858333;-38.431155
22.6;-12.948585;-38.43116
22.5;-12.94858833;-38.431165
23.1;-12.94859167;-38.43117
23.4;-12.94859333;-38.431175
23.8;-12.94859667;-38.43118
23.8;-12.94859833;-38.431185
24.3;-12.94860167;-38.43119167
24.6;-12.948605;-38.43119667
25;-12.94860667;-38.43120167
25.1;-12.94861;-38.43120833
25.2;-12.94861167;-38.43121333
25.7;-12.948615;-38.43122
26;-12.94861667;-38.43122667
26;-12.94862;-38.43123167
26.3;-12.94862333;-38.43123833
26.5;-12.948625;-38.431245
27;-12.94862833;-38.43125167
27.4;-12.94863;-38.43125667
27.4;-12.94863333;-38.43126333
27.4;-12.948635;-38.43127
28;-12.94863667;-38.43127667
28.1;-12.94864;-38.43128333
28.2;-12.94864167;-38.43129
28.7;-12.948645;-38.43129667
28.7;-12.94864667;-38.431305
29.1;-12.94865;-38.43131167
29.4;-12.94865167;-38.43131833
29.5;-12.948655;-38.431325
29.1;-12.94865667;-38.43133167
29.1;-12.94866;-38.43134
29.2;-12.94866167;-38.43134667
29.3;-12.948665;-38.43135333
29.3;-12.94866833;-38.43136
29;-12.94867;-38.43136667
29.6;-12.94867333;-38.43137333
29.5;-12.948675;-38.43138167
29.1;-12.94867833;-38.43138833
29.1;-12.94868167;-38.431395
29.2;-12.94868333;-38.43140167
29.6;-12.94868667;-38.43140833
29.5;-12.94869;-38.431415
29.6;-12.94869333;-38.43142167
29.6;-12.94869667;-38.43143
29.5;-12.9487;-38.43143667
29.5;-12.94870333;-38.43144333
29.5;-12.94870667;-38.43144833
29.9;-12.94871167;-38.431455
29.8;-12.948715;-38.43146167
29;-12.94871833;-38.43146833
29;-12.94872333;-38.431475
29.8;-12.94872667;-38.43148167
29.3;-12.94873167;-38.43148667
29.4;-12.94873667;-38.43149333
29.7;-12.94874;-38.43149833
29.8;-12.948745;-38.431505
