;Load;Air Speed;Ground Speed
0;428.2159902;34.02;39.01539453570368
1;633.720893;34.02;37.88673494958229
2;665.1209787;38.13;40.07178877744669
3;800.9357797;34.02;40.764170688074564
4;836.2114512;36.76;41.989027540732565
5;866.3696678;38.13;42.334772564174315
6;1000.611965;35.39;44.50266171931703
7;1041.682268;46.35;45.58263831811163
8;1523.691081;39.5;47.05356013707282
9;1586.262875;42.24;48.20504528431297
10;1605.970303;42.24;49.780786109617814
11;1653.378343;44.98;50.88192291789182
12;1707.071853;43.61;52.66583031563066
13;1948.139886;53.2;54.03067825322572
14;2019.939916;50.46;55.06298594667425
15;1975.079242;60.05;55.47618507285765
16;1968.746051;51.83;55.61275947259951
17;2002.262881;46.35;55.62417671238584
18;2068.302365;50.46;56.23765324893814
19;2140.497793;58.68;57.431685172384654
20;2065.15054;58.68;59.20877191677808
21;1937.698188;60.05;60.54995358392677
22;1882.290148;60.05;61.54933662433806
23;1728.392688;61.42;62.97555766453589
24;1821.452198;61.42;64.89567989786967
25;1737.144854;62.79;65.0741417366899
26;1825.166443;65.53;66.39518536114116
27;1964.876146;61.42;65.94227143021237
28;1977.373234;60.05;64.42670783097815
29;2063.858678;62.79;63.28728435526667
30;2127.501912;57.31;63.4052840234717
31;2010.212888;57.31;63.47308424191779
32;2088.399511;55.94;63.159511913264424
33;1990.130513;53.2;63.01806825798425
34;2085.695349;51.83;63.24145832497105
35;2116.448936;46.35;63.711417025897326
36;2002.525344;53.2;64.0274669535144
37;1934.352072;61.42;64.03819818493217
38;1884.138749;58.68;64.48361772948101
39;1947.460438;60.05;65.18640415554478
40;2024.359743;58.68;65.21871227113536
41;2102.77815;60.05;64.09437461969334
42;2147.562699;58.68;62.609101684252835
43;2170.284471;55.94;61.0549496154282
44;2051.421808;54.57;58.74367937901438
45;2197.311315;47.72;56.71275497768621
46;2134.553183;55.94;55.17011883654083
47;2262.987214;44.98;54.03823700546101
48;2193.873167;55.94;52.58293706406762
49;2334.954265;46.35;49.8757625556129
50;2460.668228;43.61;46.74129935811994
51;2553.928846;36.76;43.70043130299459
52;2867.77177;31.28;39.45764921188284
53;2898.048152;29.91;35.10946580579173
54;3137.171007;8.0;31.06969354373329
55;2775.536007;7.0;28.687179953585243
56;2686.27823;0.0;27.05018173884434
57;2703.598497;0.0;28.413185042676435
58;2805.83284;0.0;26.727161615289535
59;2749.344272;0.0;24.982349126583124
60;2713.756145;0.0;23.755746648737773
61;2890.37765;0.0;24.694432731395505
62;2899.944473;0.0;24.40797798172143
63;2919.604181;0.0;23.095673907937844
64;2735.29854;0.0;24.27691407624591
65;2615.050846;7.0;24.737070319988824
66;2385.442549;9.0;29.98126018091084
67;2284.345544;29.91;33.24535262213161
68;2229.974857;35.39;36.56278130302439
69;2043.487708;39.5;39.11740399261976
70;2014.331622;42.24;43.34790549828158
71;1931.002548;53.2;46.09849746721976
72;1861.002263;58.68;48.03876400360354
73;1891.47748;58.68;49.51060449523567
74;1912.774455;58.68;50.8344653279087
75;1922.082224;58.68;52.23409443625872
76;1825.859527;64.16;53.1112682852842
77;1612.850008;65.53;55.141494991942295
78;1468.327353;71.01;57.63735598093827
79;1671.851855;72.38;58.998311473703936
80;1805.160194;68.27;58.574139028827275
81;1849.330057;65.53;57.57244911385184
82;1918.099835;64.16;57.19803689390903
83;2025.298246;62.79;56.002130752427135
84;2055.482595;61.42;54.781196092477785
85;2053.490832;60.05;53.0367715744947
86;2089.675466;60.05;52.79035038581402
87;2039.074698;54.57;51.62801634643107
88;2107.045726;58.68;51.11569472074575
89;2106.309467;58.68;49.922988563882356
90;2105.06987;60.05;48.97523742606669
91;1858.087904;60.05;49.31719314134114
92;2144.6722;54.57;50.02131852984118
93;2121.331197;58.68;50.232557762869874
94;2135.055384;60.05;49.319437071759616
95;2084.159204;53.2;48.99490071219454
96;1945.21871;57.31;49.41732810526131
97;1925.566956;58.68;50.532820640256055
98;1954.651462;60.05;51.93717216762808
99;1845.040893;61.42;52.91155610457481
100;1651.549057;61.42;54.18531138548027
101;1509.733972;68.27;56.09784728830198
102;1545.641372;71.01;57.32279839268931
103;1610.640095;72.38;57.37566664308723
104;1895.515543;65.53;56.63636493386017
105;1812.244415;66.9;56.57541551395845
106;2021.549915;61.42;56.303207448717544
107;1897.587976;61.42;56.543923082376885
108;1928.066601;60.05;56.78194649788315
109;1784.688102;53.2;57.1310610661447
110;1952.881259;60.05;58.19756976823043
111;1995.974002;47.72;57.77843726904259
112;1798.141873;61.42;56.8917578091159
113;1932.672765;58.68;57.62836542002573
114;1937.812944;51.83;58.829485143201715
115;1919.104238;62.79;59.538704322661644
116;1837.899862;60.05;58.51733849736214
117;1787.207062;62.79;59.43223844770646
118;1768.611976;57.31;60.085855976451356
119;1771.080943;62.79;60.73166008973792
120;1861.598769;64.16;60.09635230711073
121;1727.820042;69.64;59.557693381719524
122;1797.062481;61.42;58.861499663219625
123;1798.815641;65.53;58.224472383962116
124;1978.487849;64.16;57.10097945264651
125;1836.517104;60.05;56.75045730886188
126;2012.209196;65.53;55.837125860985
127;2096.079102;61.42;54.12846228532474
128;2172.503474;58.68;52.348991901686084
129;2064.4745;58.68;51.270853207902896
130;2173.935089;58.68;50.364724760196076
131;2261.005677;51.83;48.85655303529346
132;2381.693081;53.2;46.85029944685081
133;2503.849595;46.35;44.28794686479943
134;2692.061499;38.13;42.313249185788884
135;2531.532027;31.28;41.85587699661145
136;2575.673484;12.0;41.05938206965415
137;2622.063487;11.0;40.39824273474048
138;2335.571223;46.35;40.06621431372799
139;2489.503905;32.65;41.525427032179714
140;2611.704731;35.39;41.534668822156426
141;2533.849879;34.02;40.14197697852587
142;2604.014914;32.65;40.04975519834216
143;2623.62122;8.0;39.531569545294204
144;2584.496095;29.91;41.399634901488334
